sentence_id,transcription
470,ກໍ່ຈະໄດ້ຮັບໂອກາດໃນການພັດທະນາສີມືແຮງງານ, ສ້າງລາຍຮັບ ແລະ ຮຽນຮູ້ທາງດ້ານພາສາ ແລະ ວັດທະນະທຳ
471,ເພື່ອໝູນໃຊ້ເຂົ້າໃນການດໍາລົງຊີວິດໃນເວລາກັບຄືນປະເທດ ຊຶ່ງຈະຊ່ວຍໃຫ້ການພັດທະນາເສດຖະກິດ-ສັງຄົມມີຄວາມເຂັ້ມແຂງຂຶ້ນ.
472,ລັດຖະບານ ສປປ ລາວ ມີນະໂຍບາຍ ແລະ ໃຫ້ຄວາມສໍາຄັນໃນການສົ່ງເສີມປະຊາຊົນຜູ້ທີ່ປະກອບອາຊີບກະສິກໍາ
473,ໂດຍສະເພາະຜູ້ທີ່ອາໄສໃນຂົງເຂດຊົນນະບົດ ໃຫ້ມີໂອກາດໃນການເຂົ້າເຖິງການພັດທະນາສີມືແຮງງານ
474,ນໍາໃຊ້ເຕັກໂນໂລຊີ ທີ່ທັນສະໄໝເຂົ້າໃນການຜະລິດກະສິກໍາ ຊຶ່ງແນ່ນອນວ່າ ສ ເກົາຫຼີ ກໍ່ແມ່ນເປົ້າໝາຍໜຶ່ງທີ່ສໍາຄັນທີ່ລັດຖະບານ
475,ມີເຈດຈໍານົງໃນການຮ່ວມມືໃນຫຼາຍໆດ້ານ ລວມທັງການຈັດສົ່ງແຮງງານລາວໄປເຮັດວຽກໃນຂົງເຂດກະສິກໍາ
476,ເພື່ອຖ່າຍທອດເອົາຄວາມຮູ້ປະສົບການ ຂອງຊາວກະສິກອນ ສ ເກົາຫຼີ ເພື່ອມາພັດທະນາບ້ານເກີດເມືອງນອນຂອງເຂົາເຈົ້າ
477,ເພື່ອຂົນສົ່ງໜ່ວຍກູ້ໄພຫວຽດນາມ ໄປຍັງມຽນມາ ຫຼັງຈາກເກີດແຜ່ນດິນໄຫວຮ້າຍແຮງ ເພື່ອຊ່ວຍໃນການຕອບສະໜອງພາວະສຸກເສີນ
478,ສາຍການບິນຫວຽດເຈັດໄດ້ອຳນວຍຄວາມສະດວກໃຫ້ແກ່ການຜັນຂະຫຍາຍພະນັກງານກູ້ໄພຂອງກະຊວງປ້ອງກັນຄວາມສະຫງົບ
479,ແລະ ກະຊວງປ້ອງກັນປະເທດຫວຽດນາມ ຢ່າງວ່ອງໄວ ສອງຖ້ຽວບິນໄດ້ອອກຈາກສະໜາມບິນນານາຊາດ
480,ຮັບປະກັນການນຳໃຊ້ຖ້ຽວບິນເຫຼົ່ານີ້ຢ່າງວ່ອງໄວໂດຍການເລັ່ງລັດການອະນຸຍາດການບິນ ແລະ ການກະກຽມດ້ານເຕັກນິກ
481,ລູກເຮືອ ແລະ ພະນັກງານທີ່ມີປະສົບການຂອງຕົນໄດ້ຖືກມອບໝາຍໃຫ້ຊ່ວຍພາລະກິດການບັນເທົາທຸກ
482,ເສີມສ້າງຄວາມມຸ່ງໝັ້ນຂອງສາຍການບິນໃນການຊ່ວຍເຫຼືອດ້ານມະນຸດສະທໍາ ຖ້ຽວບິນດັ່ງກ່າວໄດ້ຂົນສົ່ງເຈົ້າໜ້າທີ່ກູ້ໄພ
483,ຈາກກອງກໍາລັງປະກອບອາວຸດຫວຽດນາມ ພ້ອມດ້ວຍໝາຄົ້ນຫາ ແລະ ໜ່ວຍກູ້ໄພທີ່ໄດ້ຮັບການຝຶກອົບຮົມ ແລະ ເຄື່ອງຊ່ວຍເຫຼືອທີ່ຈຳເປັນ
484, ໃນນັ້ນມີອຸປະກອນການແພດ ແລະ ສະບຽງອາຫານ ເພື່ອໜູນຊ່ວຍວຽກງານກູ້ໄພແຜ່ນດິນໄຫວຢູ່ມຽນມາ
485, ຜູ້ອຳນວຍການໃຫຍ່ສາຍການບິນໄດ້ກ່າວວ່າຫວຽດເຈັດກຽມພ້ອມສະເໝີສໍາລັບພາລະກິດພິເສດ
486,ພວກເຮົາໄດ້ກະກຽມສິ່ງທີ່ຈຳເປັນຢ່າງວ່ອງໄວ ແລະ ເພື່ອປະຕິບັດຂົນສົ່ງໜ່ວຍກູ້ໄພສຸກເສີນຈາກກະຊວງປ້ອງກັນຄວາມສະຫງົບ
487, ໄປຍັງ ປະເທດມຽນມາ, ເພື່ອຊ່ວຍວຽກງານບັນເທົາທຸກໄພແຜ່ນດິນໄຫວຢ່າງທັນເວລາໃນປະເທດມຽນມາ
488,ເມື່ອລົງຈອດຢູ່ສະໜາມບິນຢາງກຸ້ງ, ປະເທດມຽນມາ, ເຈົ້າໜ້າທີ່ກູ້ໄພຂອງກອງກຳລັງປະກອບອາວຸດຫວຽດນາມ
489,ເລີ່ມຂົນສົ່ງ ແລະ ຂົນສົ່ງອຸປະກອນທີ່ຈຳເປັນໄປຍັງສະຖານທີ່ກູ້ໄພທີ່ໄດ້ກຳນົດໄວ້ໃນທັນທີ.
490,ເຈົ້າໜ້າທີ່ຕຳຫຼວດ ແລະ ທະຫານຍັງເຂົ້າຮ່ວມໃນການເຄື່ອນໄຫວຊອກຫາແລະ ກູ້ໄພ ໃຫ້ຄວາມຊ່ວຍເຫຼືອດ້ານການແພດ
491, ແລະ ສະໜັບສະໜູນຄວາມພະຍາຍາມໃນການຟື້ນຟູພາຍຫຼັງແຜ່ນດິນໄຫວທີ່ໄດ້ເກີດຂຶ້ນຢູ່ປະເທດມຽນມາ
492,ໄພພິບັດດັ່ງກາວເຮັດໃຫ້ມີຄົນເສຍຊີວິດຫຼາຍພັນຄົນ ແລະ ບາດເຈັບຢ່າງຫຼວງຫຼາຍທັງຍັງມີຜູ້ສູນຫາຍອີກຫຼາຍຄົນ
493,ແຮງສັ່ນສະເທືອນຢ່າງແຮງໄດ້ສ້າງຄວາມເສຍຫາຍໃຫ້ແກ່ບ້ານເຮືອນ, ຂົວເປ່ເພ, ແລະ ຖະໜົນຫົນທາງໃນທົ່ວປະເທດໄດ້ຮັບຜົນກະທົບ
494,ເຊິ່ງໃນໄທ ແລະ ຫວຽດນາມ ໄດ້ມີການສັ່ນສະເທືອນເຊັ່ນດຽວກັນເຮັດໃຫ້ສ້າງຄວາມເສຍຫາຍໃຫ້ບາງບ່ອນ
495,ສາຍການບິນຫວຽດເຈັດມີບັນດາການເຄື່ອນໄຫວດ້ານມະນຸດສະທຳຢ່າງແຂງແຮງສະແດງໃຫ້ເຫັນນ້ຳໃຈຄວາມເມດຕາຄວາມສາມັກຄີ
496, ສາຍການບິນໄດ້ດຳເນີນຖ້ຽວບິນບັນເທົາທຸກຫຼາຍຖ້ຽວ, ລວມທັງການຂົນສົ່ງຊ່ວຍເຫຼືອໜ່ວຍກູ້ໄພສຳລັບເຫດແຜ່ນດິນໄຫວ
497,ບັນດາຖ້ຽວບິນທີ່ບັນທຸກພະນັກງານແພດ, ຕຳຫຼວດ, ທະຫານ ມຸ່ງໝັ້ນໃນການໜູນຊ່ວຍຂອງຊຸມຊົນ
498,ກິດຈະກຳການກຸສົນແມ່ນຫົວໃຈຫຼັກຂອງພາລະກິດຂອງສາຍການບິນຫວຽດເຈັດປະຈຸບັນ
499,ສາຍການບິນສະໜອງຖ້ຽວບິນປະຈໍາວັນຈາກນະຄອນຫຼວງວຽງຈັນໄປນະຄອນໂຮ່ຈີມິນທີ່ເປັນນະຄອນໃຫຍ່
500, ເປັນສູນກາງເສດຖະກິດທີ່ໃຫຍ່ທີ່ສຸດຂອງຫວຽດນາມ ແລະ ນະຄອນຫຼວງຮ່າໂນ້ຍ ທີ່ເປັນເມືອງຫຼວງຂອງປະເທດຫວຽດນາມ
501,ຈາກສອງນະຄອນດັ່ງກ່າວ, ບັນດານັກທ່ອງທ່ຽວສາມາດເດີນທາງເຊື່ອມຕໍ່ໄດ້ຢ່າງງ່າຍດາຍກັບເຄືອຂ່າຍການບິນທີ່ກວ້າງຂວາງ
502,ການສູດທອດ ສູດຖອນ ສະຖານທີ່ກໍ່ສ້າງພຣະພຸດທະຮູບໃຫຍ່ ເມືອງເກົ່າສຸວັນນະໂຄມຄຳ ພູກິ່ວລົມໄດ້ຈັດຂຶ້ນເມື່ອມໍ່ໆມານີ້
503,ທີ່ເຂດເສດຖະກິດພິເສດ ສາມຫຼ່ຽມຄຳ ເມືອງຕົ້ນເຜິ້ງ ແຂວງບໍ່ແກ້ວ ໂດຍມີພຣະອາຈານໃຫຍ່ ອາດຍາທຳ ຄຳເງິນ ຄຳວົງ
504,ກຳມະການສູນກາງແນວລາວສ້າງຊາດ, ເຈົ້າຄະນະແຂວງ, ປະທານ ອພສ ແຂວງບໍ່ແກ້ວ ພ້ອມດ້ວຍຄະນະສົງ
505,ທ່ານ ບຸນທອງ ແສງສີກອງ ກຳມະການພັກແຂວງ ຫົວໜ້າອົງການຄຸ້ມຄອງບໍລິຫານເຂດເສດຖະ ກິດພິເສດ ສາມຫຼ່ຽມຄຳ
506,ທ່ານ ຈ້າວ ຈືຊິນ ຕາງໜ້າສະພາບໍລິຫານເຂດເສດຖະກິດພິເສດ ສາມຫຼ່ຽມຄຳ, ແລະ ຄະນະຄຸ້ມຄອງເຂດ
507,ສະພາບໍລິຫານເຂດ, ອອກຕົນຍາດໂຍມ ແລະ ພາກສ່ວນກ່ຽວຂ້ອງເຂົ້າຮ່ວມການກໍ່ສ້າງພຣະພຸດທະຮູບໃຫຍ່ ເມືອງເກົ່າສຸວັນນະໂຄມຄຳ
508,ເພື່ອແນໃສ່ເປັນການປົກປັກຮັກສາເສີມຂະຫຍາຍ ແລະ ຟື້ນຟູຄຸນຄ່າທາງພຸດທະສາດສະໜາ, ວັດທະນະທຳໃຫ້ຈະເລີນຮຸ່ງເຮືອງ
509,ຄຽງຄູ່ກັບຄົນລາວຊາວພຸດຕະຫຼອດໄປ ແລະ ມີປະຫວັດອັນຮຸ່ງເຮືອງມາແຕ່ດົນນານໃນສະໄໜເມືອງເກົ່າສຸວັນນະໂຄມຄຳ
510,ຕິດພັນກັບການພັດທະນາເຂດເສດຖະກິດພິເສດ ສາມຫຼ່ຽມຄຳ ກໍ່ຄືການພັດທະນາດ້ານເສດຖະກິດສັງຄົມ
511,ໃນການຊຸກຍູ້ສົ່ງເສີມໃຫ້ເປັນສະຖານທີ່ການທ່ອງທ່ຽວດ້ານວັດທະນະທໍາເພື່ອສືບທອດໃຫ້ຄົງຢູ່ໄປເຖິງຄົນຮຸ່ນຕໍ່ໄປ.
512,ໂຄງການກໍ່ສ້າງພຣະພຸດທະຮູບໃຫຍ່ເມືອງເກົ່າສຸວັນນະໂຄມຄຳແມ່ນໜຶ່ງໃນກິດຈະການພັດທະນາວຽກງານພຸດທະສາສະໜາ
513,ກໍ່ຄືການພັດທະນາດ້ານການທ່ອງທ່ຽວວັດທະນະທຳ, ເປັນການປົກປັກຮັກສາວັດທະນະທຳສີລະປະຮີດຄອງປະເພນີອັນດີງາມ
514,ໂດຍສະເພາະແມ່ນສະໄໝທີ່ມີຄວາມຈະເລີນຮຸ່ງເຮືອງຂອງເມືອງເກົ່າສຸວັນນະໂຄມຄຳທີ່ສືບທອດກັນມາຮອດຫຼາຍເຊັ່ນຄົນ
515,ການກໍ່ສ້າງພຣະພຸດທະຮູບໃຫຍ່ເມືອງເກົ່າສຸວັນນະໂຄມຄຳ ຊົງນັ່ງປິ່ນໜ້າຫາເທດສະບານເມືອງຕົ້ນເຜິ້ງ
516,ອກແບບກໍ່ສ້າງຊົງເດີມພຣະເຈົ້າໃຫຍ່ເມືອງເກົ່າສຸວັນນະໂຄມຄຳທີ່ມີຊື່ສຽງ, ປະຊາຊົນໃນທ້ອງຖິ່ນ, ທົ່ວປະເທດ
517,ກາຍເປັນ ສະຖານທີ່ ທ່ອງທ່ຽວຄົບວົງຈອນ ທາງວັດທະນະທຳ-ສັງຄົມອັນໂດດເດັ່ນ, ເຮັດໃຫ້ກາຍເປັນສູນກາງທາງດ້ານວັດທະນະທຳ
518, ຮີດຄອງປະເພນີຂອງຊາດ ແລະ ສາກົນ. ນອກນີ້, ຍັງໄດ້ຈັດເປັນໂຊນກໍ່ສ້າງພະເຈົ້າໃຫຍ່ ແລະ ໂຊນສະຖານທີ່ຊົມວິວ
519,ສະຖານທີ່ສະກາລະບູຊາ, ທີ່ພັກຂອງພະສົງ ແລະ ອອກຕົນຍາດໂຍມໄປປະຕິບັດທຳ ເປັນທີ່ພຶງພາທາງດ້ານຈິດໃຈໃຫ້ແກ່ຜູ້ຄົນ
520,ເມື່ອວານນີ້ຂ້ອຍໄດ້ໄປເບິ່ງງານສະແດງສິລະປະທີ່ສູນການຄ້າ ແລະມັນປະທັບໃຈຫຼາຍເລີຍ
521,ຕອນຂັບລົດຜ່ານສະພານໃຫຍ່ ຂ້ອຍໄດ້ເຫັນທິວທັດຂອງແມ່ນ້ຳທີ່ສວຍຫຼາຍ.
522,ຂ້ອຍມັກອ່ານປື້ມກ່ອນນອນທຸກຄືນ ເພາະມັນຊ່ວຍໃຫ້ໃຈເຢັນແລະນອນຫຼັບງ່າຍຂຶ້ນ.
523,ເມື່ອຄືນນີ້ຝົນຕົກໜັກຫຼາຍ ແລະລົດຕິດຢູ່ແຖວສະພານດົງໂດນແທບຈະຂັບບໍ່ໄດ້.
524,ຂ້ອຍກຳລັງພະຍາຍາມຝຶກເວົ້າພາສາອັງກິດທຸກມື້ ເພື່ອໃຫ້ເວົ້າໄດ້ຄ່ອຍໆແມ່ນຫຼາຍຂຶ້ນ
525,ຂ້ອຍຮູ້ສຶກດີໃຈຫຼາຍທີ່ໄດ້ຮັບໂອກາດໄປຮ່ວມກອງປຶກສາວຽກງານທີ່ນະຄອນຫຼວງ
526,ຕອນນີ້ຂ້ອຍຢາກຮຽນຮູ້ເພີ່ມເກື່ອງພາສາລາວ ເພາະມັນເປັນຮາກຖານຂອງວັດທະນະທຳ
527,ຂ້ອຍໄດ້ຮັບຂ່າວດີຈາກເພື່ອນວ່າລາວສອບຜ່ານແລ້ວ ແມ່ນໜ້າຍິນດີຫຼາຍໆ
528,ມື້ໃດກໍ່ຕາມທີ່ຂ້ອຍມີເວລາວ່າງ ຂ້ອຍມັກອ່ານປື້ມຢູ່ຫ້ອງສົມຸດຂອງມະຫາວິທະຍາໄລ
529,ຂ້ອຍຮູ້ສຶກວ່າການເຮັດວຽກເປັນທີມແມ່ນຊ່ວຍໃຫ້ສຳເລັດໄວ ແລະໄດ້ຜົນດີກວ່າເຮັດຄົນດຽວ
530, ກ່ອນຈະເລີ່ມວຽກໃໝ່ ຂ້ອຍມັກວາງແຜນລວງໜ້າເພື່ອໃຫ້ບໍ່ມີຂໍ້ຜິດພາດ
531, ເວລາໄປທ່ຽວຕ່າງແຂວງ ຂ້ອຍມັກສະແຫວງອາຫານທ້ອງຖິ່ນມາຊິມ ເພາະມັນແປກໃໝ່ແລະອົບອຸ່ນ
532,ພາຍໃນສອງອາທິດນີ້ ຂ້ອຍມີແຜນຈະຮຽນຮູ້ເພີ່ມເກື່ອງການຂຽນໂປແກຣມພາສາ Python ຈາກ YouTube.
533,ໃນອະນາຄົດ ຂ້ອຍຢາກສ້າງແອັບທີ່ຊ່ວຍໃຫ້ຄົນລາວເຂົ້າເຖິງຂໍ້ມູນຄວາມຮູ້ຢ່າງສະດວກສະບາຍ
534,ຂ້ອຍມັກດື່ມກາເຟຮ້ອນໆຕອນເຊົ້າ ແລະຟັງເພງຊ່ວຍໃຫ້ເລີ່ມມື້ໄດ້ຢ່າງສົມບູນ
535, ເມື່ອຂ້ອຍໄດ້ຮັບກຳລັງໃຈຈາກເພື່ອນໝູ່ ຂ້ອຍຮູ້ສຶກມີແຮງກະຕຸ້ນໃນການຮຽນຕໍ່
536,ຂ້ອຍມັກເລີກກິນຂອງຫວານໃນຕອນຄ່ຳ ເພື່ອດູແລສຸຂະພາບຂອງຕົນເອງ
537,ຂ້ອຍຄິດວ່າການເຮັດວຽກໃຫ້ສໍາເລັດເປັນເລື່ອງຂອງຄວາມພາຍາຍາມຢ່າງຕໍ່ເນື່ອງ
538,ເວລາຈະຮຽນຫຍັງ ຂ້ອຍມັກວາງແຜນກ່ອນເພື່ອໃຫ້ມີຄວາມຊັດເຈນ
539,ໃນວັນເສົາທີ່ຜ່ານມາ ຂ້ອຍໄດ້ຊ່ວຍເຮັດວຽກທີ່ເຮືອນຕະຫຼອດວັນ
540,ພໍໄດ້ຮັບຂ່າວດີ ຂ້ອຍກະດີໃຈແລະແບ່ງປັນໃຫ້ຄອບຄົວຟັງກ່ອນ.
541,ຂ້ອຍເລືອກຮຽນສາຂານີ້ເພາະມັນສອດຄ່ອງກັບຄວາມສົນໃຈຂອງຂ້ອຍ
542,ຂ້ອຍຄິດວ່າການເຮັດວຽກໃຫ້ສໍາເລັດເປັນເລື່ອງຂອງຄວາມພາຍາຍາມຢ່າງຕໍ່ເນື່ອງ
543,ຂ້ອຍເລີ່ມຮູ້ສຶກວ່າການວາງແຜນຊີວິດແມ່ນສິ່ງສໍາຄັນ ເມື່ອຂ້ອຍເຂົ້າຮຽນມະຫາວິທະຍາໄລ
544,ທຸກເຊົ້າຂ້ອຍຈະຕື່ນຕົວໄວ ເພື່ອມີເວລາໃຫ້ກັບຄວາມຄິດ ແລະການຕຽມຕົນກ່ອນເຂົ້າຫ້ອງຮຽນ.
545, ຄວາມຝັນຂອງຂ້ອຍຄືການເປັນນັກຂຽນ ແລະສາມາດແບ່ງປັນແນວຄິດຜ່ານຄໍາຂຽນໃຫ້ຄົນອື່ນໆໄດ້ອ່ານ
546,ໃນທຸກໆມື້ຂ້ອຍພະຍາຍາມເຮັດວຽກໃຫ້ດີທີ່ສຸດ ເພາະຂ້ອຍເຊື່ອວ່າຄວາມພາຍາຍາມຈະນໍາພາຄວາມສໍາເລັດມາໃຫ້.
547,ຂ້ອຍເຄີຍເສຍໃຈທີ່ບໍ່ກ້າເຮັດບາງຢ່າງໃນອະດີດ ແຕ່ຕອນນີ້ຂ້ອຍພະຍາຍາມບໍ່ໃຫ້ພາດອີກ.
548,ຂ້ອຍມັກໄປສວນຢູ່ໃກ້ບ້ານເພື່ອເດີນຫາຍໃຈ ແລະຄິດຖຶງແຜນໃນອະນາຄົດຂອງຂ້ອຍ
549,ຂ້ອຍຮຽນຮູ້ວ່າການຢຸດພັກສົດໃຈບໍ່ແມ່ນຄວາມຂີ້ຄ້ານ ແຕ່ແມ່ນການໃຫ້ເວລາແກ່ຕົນເອງ
550,ຄືນນີ້ຂ້ອຍມີຫນ້າທີ່ຕ້ອງເຮັດຫຼາຍຢ່າງ ແຕ່ຂ້ອຍກໍຈະພະຍາຍາມໃຫ້ສໍາເລັດທັງຫມົດ
551,ມື້ນີ້ຂ້ອຍໄດ້ຮຽນຮູ້ຫຼາຍຢ່າງຈາກການຮ່ວມກິດຈະກໍາກັບຄູ ແລະເພື່ອນໃນຫ້ອງ.
552,ຂ້ອຍສົນໃຈໃນວິຊາສະເຫຼີມປະສົງ ເພາະມັນຊ່ວຍໃຫ້ຂ້ອຍຄິດຢ່າງມີຫຼັກການ
553,ຕອນທີ່ຂ້ອຍໄດ້ໄປຮ່ວມກິດຈະກໍານອກຫ້ອງຮຽນ ຂ້ອຍໄດ້ພົບປະປະສົນຄົນໃໝ່ໆທີ່ໜ້າສົນໃຈ
554,ຂ້ອຍມັກການໄປຫ້ອງສະມຸດເພື່ອຊອກຫາຫນັງສືທີ່ຊ່ວຍໃຫ້ຂ້ອຍໄດ່ເພີ່ມທັກສະຄວາມຮູ້
555, ເວລາທີ່ຂ້ອຍພົບກັບສິ່ງທ້າທາຍ ຂ້ອຍຈະບອກຕົນເອງວ່າມັນຄືບົດຮຽນປະສົບການທີ່ຫາໃສບໍ່ໄດ້
556,ຂ້ອຍເຊື່ອວ່າການເປັນຄົນດີ ແມ່ນການກະທໍາດີໆໃນທຸກມື້ ແມ່ນຫຍັງທີ່ສຳຄັນກວ່າຄໍາພູດ
557, ການຮຽນຮູ້ບໍ່ໄດ້ຈົດຈຳຢູ່ແຕ່ໃນຫ້ອງຮຽນ ແຕ່ເກີດຂື້ນໃນຊີວິດປະຈໍາວັນຂອງຂ້ອຍ.
558,ຄືນກ່ອນຂ້ອຍໄດ້ນັ່ງຄິດຫຼາຍຢ່າງກ່ຽວກັບອະນາຄົດ ແລະຄວາມຝັນຂອງຂ້ອຍ
559,ການຝຶກຝົນແມ່ນກະບວນການທີ່ໃຊ້ເວລາ ແຕ່ຜົນທີ່ໄດ້ຈະຢູ່ນານ ແລະມີຄຸນຄ່າ
560,ຕັ້ງແຕ່ຂ້ອຍເລີ່ມວາງແຜນຊີວິດໃໝ່ ຂ້ອຍຮູ້ສຶກມີແຮງຈູງໃຈໃນການເຮັດສິ່ງຕ່າງໆ
561,ທຸກໆເຊົ້າຂ້ອຍມັກຕື່ນເຊົ້າແຕ່ມືດ ເພື່ອສວຍໃສ່ຄວາມຄິດ ແລະຄວາມຝັນຂອງຂ້ອຍ
562, ເມື່ອໄດ້ໄປເຫັນທະເລ ແລະຟ້າກວ້າງຂວາງ ຂ້ອຍຮູ້ສຶກຜ່ອນຄາຍແບບບໍ່ເຄີຍຮູ້ສຶກຫຼາຍກ່ອນ.
563, ຄວາມຝັນຈະບໍ່ມີວັນເປັນຈິງໄດ້ ຖ້າຂ້ອຍບໍ່ລົງມືເຮັດໃນມື້ນີ້
564,ຂ້ອຍຮູ້ສຶກດີທຸກຄັ້ງທີ່ໄດ້ເຫັນພໍ່ແມ່ຢິ້ມຢ່າງມີຄວາມສຸກໃນມື້ທີ່ຂ້ອຍສໍາເລັດວຽກ
565,ຖ້າຂ້ອຍລົ້ມເຫຼວ ຂ້ອຍຈະລຸກຂື້ນແລະພະຍາຍາມໃໝ່ອີກຄັ້ງໂດຍບໍ່ຍອມແພ້
566,ຂ້ອຍມັກຟັງເພງໃນຍາມຄໍາ ເພື່ອຜ່ອນຄາຍຈາກວັນທີ່ເຕັມໄປດ້ວຍວຽກງານ.
567,ການອ່ານຫນັງສືແມ່ນສິ່ງທີ່ຊ່ວຍເປີດໃຈ ແລະເປີດມຸມມອງໃໝ່ໃຫ້ຂ້ອຍເສີມທັກສະໃນການຄິດ
568,ຂ້ອຍມັກຈື່ຄໍາສອນຂອງຄູ ເພາະມັນເປັນແນວທາງໃຫ້ຂ້ອຍພັດທະນາຕົນເອງ
569, ສິ່ງທີ່ຍາກບໍ່ແມ່ນການຮຽນ ແຕ່ແມ່ນການມີວິໄນໃນການຮຽນໃນທຸກມື້
570,ຂ້ອຍເຄີຍລອງທຳສິ່ງໃໝ່ໆ ແລະມັນເປັນປະສົບການທີ່ຂ້ອຍຈະຈື່ໄປຕະຫຼອດ
571,ຄວາມຫວັງຂອງຂ້ອຍບໍ່ໄດ້ຢູ່ທີ່ຄວາມສົມບູນ ແຕ່ຢູ່ທີ່ຄວາມພຽງພໍແລະສະບາຍໃຈ
572,ຂ້ອຍໄດ້ຮຽນຮູ້ວ່າ ການຟັງຄົນອື່ນແມ່ນຄວາມສໍາຄັນບໍ່ແພ້ກັບການເວົ້າ
573,ບາງຄັ້ງການເງີນຄ່າຫນັງສືຫຼາຍໆກໍ່ທຳໃຫ້ຂ້ອຍຕ້ອງຈັດສັນເວລາໃນການອ່ານໃຫ້ດີຂຶ້ນ
574,ຄວາມຄິດເຫັນທີ່ແຕກຕ່າງກັນແມ່ນສິ່ງທີ່ຊ່ວຍໃຫ້ສັງຄົມເຕີບໂຕ
575, ຂ້ອຍເຄີຍພາດຫຼາຍຄັ້ງ ແຕ່ຂ້ອຍບໍ່ເຄີຍຢຸດຝັນຂອງຕົນເອງ
576, ຄວາມຈິງໃຈແມ່ນສິ່ງທີ່ຫາຍາກ ແຕ່ເປັນສິ່ງທີ່ມີຄ່າທີ່ສຸດໃນຄວາມສຳພັນ
577, ການໄດ້ເຂົ້າຮຽນໃນວິຊາທີ່ຕົນເອງຮັກ ຊ່ວຍໃຫ້ຂ້ອຍຮຽນໄດ້ໄວ ແລະສົນກັບມັນ
