sentence_id,transcription
578, ຂ້ອຍຢາກເຫັນສັງຄົມທີ່ຄົນໃຫ້ເກຍດຄວາມແຕກຕ່າງ ແລະເຂົ້າໃຈກັນຫຼາຍຂຶ້ນ
579,ເມື່ອຂ້ອຍມີເວລາວ່າງຈາກວຽກຮຽນ ຂ້ອຍຈະອ່ານຫນັງສື ເພື່ອເພີ່ມຄວາມຮູ້ໃຫ້ຕົນເອງ
580,ໃນຕອນເຊົ້າ ຂ້ອຍມັກເປີດເພງຟັງ ໃນຂະນະທີ່ກໍາລັງເຮັດຄວາມສະອາດຫ້ອງ
581,ຂ້ອຍກໍາລັງຮຽນການຂຽນໂປຣແກຣມໃໝ່ໜຶ່ງ ເພື່ອນໍາໄປໃຊ້ໃນຄວາມຝັນຂອງຂ້ອຍ
582,ເມື່ອມີປັນຫາ ຂ້ອຍມັກຈະປຶກສາຄອບຄົວໝູ່ເພື່ອນເບິ່ງກ່ອນຈະຕັດສິນໃຈທີ່ຈະລົງມືເຮັດ
583,ໃນເວລາວ່າງ ຂ້ອຍມັກໄປຖ່າຍຮູບທິວທັດ ເພື່ອເກັບໄວ້ເປັນຄວາມທ່ຽວຈຳ
584, ຕອນເດັກໆຂ້ອຍມັກໄປຫາປູແລະຍ່າທີ່ບ້ານນາ ເພາະມີທັງສວນ ແລະສັດຫຼາຍຊະນິດ.
585,ຂ້ອຍຈະພາຄອບຄົວໄປທ່ຽວບ້ານເກີດຢູ່ຕ່າງແຂວງໃນອາທິດນີ້ເພື່ອໄດ້ພົບຍາດຕິພີ່ນ້ອງ
586,ຂ້ອຍມັກຈົ່ງເວລາໃນການຈົບເວັບໄຊ ເພື່ອສຶກສາຄວາມຮູ້ໃໝ່ໆຢູ່ຕະຫຼອດເວລາ.
587,ໃນການທໍາວຽກກັບຄົນອື່ນ ຂ້ອຍຮຽນຮູ້ວ່າການຟັງແມ່ນສິ່ງສໍາຄັນກວ່າການເວົ້າ.
588,ຂ້ອຍກໍາລັງຝຶກສົນທະນາພາສາອັງກິດກັບໝູ່ໆຜ່ານແອັບເພື່ອພັດທະນາທັກສະການເວົ້າ
589,ຂ້ອຍຊອບການຮຽນຜ່ານວິດີໂອໃນ YouTube ເພາະມັນເຮັດໃຫ້ເຂົ້າໃຈໄດ້ງ່າຍ
590, ເວລາຫຼັງຮຽນ ຂ້ອຍມັກໄປອອກກໍາລັງກາຍ ເພື່ອໃຫ້ສຸຂະພາບແຂງແຮງ.
591,ຂ້ອຍຮູ້ສຶກວ່າການຮ່ວມງານກັບທີມທີ່ມີຄວາມສັດຊື່ແມ່ນເຮັດໃຫ້ວຽກສຳເລັດໄດ້ດີຂຶ້ນ
592,ຂ້ອຍຈະພະຍາຍາມໃຫ້ສຳເລັດໂຄງການນີ້ໃນເວລາ ເພື່ອໃຫ້ຄູກວດໄດ້ຢ່າງທັນເວລາ
593,ໃນວັນເກີດຂອງຂ້ອຍ ຄອບຄົວຈັດງານຂອງຂວັນໃຫ້ແລະມີຄວາມສຸກຫຼາຍໆ
594,ຍາມເຂົ້າຮຽນ ຂ້ອຍຈະຈົ່ງໆໄປຮຽນແຕ່ເຊົ້າ ແລະຕັ້ງໃຈຟັງຄູສອນທຸກວິຊາ
595,ຂ້ອຍຄິດວ່າຄວາມຮັບຜິດຊອບແມ່ນສິ່ງສໍາຄັນທີ່ທຸກຄົນຄວນມີເມື່ອເຮັດວຽກຮ່ວມກັນ
596,ພໍເຖິງເວລາພັກຂອງວັນ ຂ້ອຍຊອບເດີນຫນ້ອຍໆຫຼືນັ່ງຟັງເພງຢູ່ສວນສາທາລະນະ
597,ຂ້ອຍມີຄວາມຝັນວ່າຈະເປັນນັກພັດທະນາແອັບໃນອະນາຄົດ ແລະເຮັດແອັບທີ່ເຮັດໃຫ້ຊີວິດຄົນງ່າຍຂຶ້ນ
598, ເມື່ອເຖິງວັນເສົາ ຂ້ອຍມັກໃຊ້ເວລາໃນການຊັກເສື້ອຜ້າ ແລະຈັດຫ້ອງໃຫ້ເປັນລະບຽບ
599,ມື້ກ່ອນນີ້ຂ້ອຍໄດ້ໄປບໍລິຈາກເລືອດທີ່ໂຮງໝໍ ເພາະມັນເປັນກິດຈະກຳທີ່ມີປະໂຫຍດໃຫ້ຜູ້ອື່ນ
600,ຂ້ອຍມັກເບິ່ງຂ່າວໃນຍາມແຊງເພື່ອຕິດຕາມສະຖານການຂອງປະເທດແລະໂລກ
601,ເມື່ອມີບັນຫາໃນການເຮັດວຽກ ຂ້ອຍມັກຫາທາງແກ້ໂດຍປຶກສາກັບໝູ່ຮ່ວມງານ
602,ຖ້າມີສິ່ງໜຶ່ງທີ່ຂ້ອຍຢາກໄດ້ ຂ້ອຍຈະຕ້ອງລົງແຮງທຸກຢ່າງເພື່ອບັນລຸມັນ
603,ຂ້ອຍຮູ້ວ່າການຈັດການເວລາແມ່ນກະບວນການທີ່ຕ້ອງຝຶກຝົນແລະໃຊ້ຄວາມອົດທົນ
604,ທຸກມື້ຂ້ອຍພະຍາຍາມສ້າງຄວາມສຳພັນດີກັບຄົນຮອບຂ້າງມັນກໍເປັນອີກຄວາມສຸກທີ່ເກີດຂຶ້່ນງ່າຍໆ
605,ຂ້ອຍເຂົ້າໃຈແລ້ວວ່າຄວາມສຳເລັດບໍ່ໄດ້ມາງ່າຍໆ ແຕ່ກໍ່ບໍ່ໄດ້ຍາກຈົນເກີນໄປຖ້າພະຍາຍາມ
606,ບາງຄັ້ງຄໍາຕິຊົມແມ່ນຢາດີ ທີ່ຊ່ວຍໃຫ້ຂ້ອຍໄດ້ທົດສອບແລະແກ້ໄຂຕົນເອງ
607,ຂ້ອຍຕ້ອງການເວລາເພື່ອໄດ້ເຂົ້າໃຈວ່າຫຼາຍຢ່າງທີ່ຂ້ອຍໄດ້ຜ່ານມາ ແມ່ນສອນໃຫ້ຂ້ອຍເກັບປະສົບການ
608, ເມື່ອຂ້ອຍມີຄວາມສຸກ ຂ້ອຍມັກແບ່ງປັນໃຫ້ຄົນອື່ນ ເພາະສິ່ງນີ້ເຮັດໃຫ້ຊີວິດດີຂື້ນ
609,ຂ້ອຍຮູ້ສຶກວ່າການເປັນນັກຮຽນຄືການຮັບຜິດຊອບຕໍ່ອະນາຄົດຂອງຕົນເອງ
610,ການລົງທຶນໃນຄວາມຮູ້ແມ່ນການລົງທຶນທີ່ມີຄຸນຄ່າແລະມີຜົນຕອບແທນທີ່ດີທີ່ສຸດ
611, ໃນທຸກຂັ້ນຕອນຂອງຊີວິດ ຂ້ອຍຈະຈໍາໄວ້ວ່າຄວາມດີຈະບໍ່ເຄີຍເສຍເປົ້າໝາຍ
612,ບໍ່ມີຄວາມສຳເລັດໃດເກີດຂຶ້ນໄດ້ ຖ້າບໍ່ໄດ້ພະຍາຍາມແລະຝຶກຝົນຢ່າງຕໍ່ເນື່ອງ
613,ຄວາມລົ້ມເຫຼວບໍ່ແມ່ນບົດສຸດທ້າຍ ມັນແມ່ນບົດຮຽນໃນການເລີ່ມໃໝ່
614,ສະບາຍດີ ເຈົ້າກິນເຂົ້າແລ້ວບໍ?
615,ມື້ນີ້ເຮົາຈະໄປຕະຫຼາດ ເຈົ້າຢາກໄປນຳບໍ?
616,ຂໍໂທດເດີ ມື້ນີ້ເຮົາອາດຈະມາຮອດຊ້າໜ້ອຍໜຶ່ງ.
617,ຝົນກຳລັງຈະຕົກ ໄປໃສຟ້າວໄປຟ້າວມາເດີ
618,ເຈົ້າຊື້ເຄື່ອງໃນອອນໄລນ໌ບໍ? ບໍ່ແພງບໍ?
619,ມື້ນີ້ເຮົາໄປກິນຂ້າວທີ່ຮ້ານເກົາຫຼີກັນເດີ.
620,ຂ້ອຍມີເລື່ອງຈະເລົ່າໃຫ້ເຈົ້າຟັງ ມັນໜ້າສົນໃຈຫຼາຍ.
621, ເຈົ້າໄດ້ຮັບຂ່າວຈາກໂຮງຮຽນບໍ? ມື້ອື່ນສອບເສັງແລ້ວ
622,ມື້ອື່ນເຮົາຈະອອກແຕ່ເຊົ້າ ຢ່າລືມແຕ່ງໂຕໃຫ້ພ້ອມ
623,ເວລາເຈົ້າມີບັນຫາ ສາມາດບອກເຮົາໄດ້ເລີຍ
624,ຂ້ອຍຂໍໃຫ້ເຈົ້າມີວັນດີໆແລະຫົວໃຈສົດໃສຕະຫຼອດມື້
625,ມື້ນີ້ໄປເຮັດວຽກເຫື່ອຍບໍ? ເວົ້າໃຫ້ຟັງແນ່
626,ຄືນນີ້ມີຫຍັງໜ້າສົນໃຈໃຫ້ເບິ່ງບໍ?
627, ເຈົ້າຮູ້ບໍວ່າຮ້ານນັ້ນກໍາລັງລົດລາຄາລົງຫຼາຍ
628, ຂ້ອຍກໍາລັງຮຽນເຮັດອາຫານອີຕາລີ ບໍ່ຮູ້ຈະສຳເລັດບໍ່
629,ຂ້ອຍໄດ້ຍິນວ່າເຈົ້າກຳລັງຈະເລີ່ມທຳທຸລະກິດ ແມ່ນບໍ?
630,ຢາກໄປທ່ຽວທະເລບໍ່? ຊ່ວງນີ້ອາກາດດີເລີຍ.
631, ມື້ນີ້ຂ້ອຍລືມເອົາໂທລະສັບມາ ຊ່ວຍໂທໃຫ້ແນ່
632,ຂ້ອຍກຳລັງເຮັດວຽກບ້ານ ບໍ່ມີເວລາໄປໃສເດີ
633,ເຈົ້າມັກຟັງເພງປະເພດໃດ ແນະນຳຂ້ອຍໄດ້ບໍ່
634,ຂ້ອຍຮູ້ສຶກວ່າມື້ນີ້ເວລາຜ່ານໄປໄວໆອີຫຼີ
635,ຄືນນີ້ມານອນທີ່ບ້ານຂ້ອຍໄດ້ເດີ ຂ້ອຍເຮັດອາຫານໄວ້ແລ້ວ
636, ຂໍຂອບໃຈເຈົ້າຫຼາຍໆ ທີ່ຊ່ວຍຂ້ອຍໃນມື້ນັ້ນ
637,ເວລາຢູ່ກັບເຈົ້າ ມັນຮູ້ສຶກສະບາຍໃຈແທ້ໆ
638,ຂ້ອຍຄິດວ່າພວກເຮົາຄວນເລີ່ມຫຼັກແຜນການເດີນທາງແລ້ວ
639,ມື້ນີ້ເຈົ້າແຕ່ງໂຕງາມຫຼາຍ ມີນັດກັບໃຜບໍ?
640,ຂ້ອຍຢາກຮຽນຮູ້ວິທີເຮັດວຽກອອນໄລນ໌ໃຫ້ດີ
641,ເວລາຄົນໃດເຂົ້າໃຈເຮົາ ເຮົາຈະຮູ້ສຶກອົບອຸ່ນໃຈຫຼາຍ
642, ສຸດທ້າຍແລ້ວ ຈົ່ງດູແລຕົນເອງ ແລະມີຄວາມສຸກໃນທຸກມື້
643,ຂ້ອຍຄິດຮອດເຈົ້າ ເວລາບໍ່ໄດ້ພົບກັນຫຼາຍມື້.
644,ຈົ່ງຈື່ຈຳໄວ້ວ່າ ຄວາມດີທີ່ເຮົາເຮັດວັນນີ້ ອາດຈະເປັນແຮງບັນດານໃຈຂອງຄົນຫຼາຍໆໃນມື້ໜ້າ
645,ຄວາມຝັນຈະບໍ່ເປັນຈິງໄດ້ ຖ້າເຮົາບໍ່ລົງມືເຮັດ ແລະກວນພຽງພະຍາມຢ່າງສະໝໍ່າສະເໝີ
646,ຊີວິດບໍ່ໄດ້ດີຂຶ້ນໂດຍບັງເອີນ ແຕ່ໂດຍຄວາມພຽງພະຍາມ ແລະຈິດໃຈທີ່ບໍ່ຍອມແພ້
647,ຄົນສຳເລັດບໍ່ແມ່ນຄົນທີ່ບໍ່ເຄີຍຜິດພາດ ແຕ່ແມ່ນຄົນທີ່ຮູ້ຈັກຮຽນຮູ້ຈາກຜິດພາດແລ້ວຍືນຂຶ້ນໃໝ່
648,ຄວາມສຸກທີ່ແທ້ຈິງບໍ່ແມ່ນການມີຫຼາຍ ແຕ່ແມ່ນການພໍໃຈກັບສິ່ງທີ່ຕົນເອງມີ
649,ຈົ່ງເປັນຄົນທີ່ເຮັດໃຫ້ຄົນອື່ນຍິ້ມໄດ້ເພາະຄຳເວົ້າ ແລະການກະທຳຂອງເຈົ້າ
650,ເວລາມີປັນຫາ ຈົ່ງມອງວ່ານັ້ນແມ່ນໂອກາດໃນການເຕີບໂຕ ບໍ່ແມ່ນເພີ່ງຫຼີກໜີ
651,ໃຫ້ເວລາກັບຕົນເອງທຸກມື້ ເພື່ອທົບທວນສິ່ງທີ່ໄດ້ເຮັດ ແລະພັດທະນາຕົນເອງໃຫ້ດີຂຶ້ນ
652,ຢ່າປຽບທຽບຕົນເອງກັບຄົນອື່ນ ແຕ່ຈົ່ງປຽບທຽບຕົນເອງກັບວັນວານຂອງເຮົາແທນ
653,ຄວາມດີແມ່ນສິ່ງທີ່ບໍ່ຕ້ອງໂຄສະນາ ເພາະມັນຈະສະທ້ອນອອກມາຈາກການກະທຳຂອງເຮົາເອງ
654,ຈົ່ງຮັກແລະໃຫ້ກຳລັງໃຈກັບຕົນເອງ ເພາະຊີວິດແມ່ນຂອງເຮົາ ແລະຫາຍເປັນຄົນຫຼັກໃນການນໍາທາງ
655,ເວລາເປັນຂອງມີຄ່າ ໃຊ້ມັນໃນສິ່ງທີ່ທໍາໃຫ້ເຮົາມີຄວາມສຸກ ແລະມີຈຸດມຸ່ງໝາຍ
656,ການໃຊ້ຊີວິດຢ່າງມີສະຕິ ແມ່ນການຮັບຜິດຊອບຕໍ່ຄວາມຄິດ ແລະການກະທຳຂອງເຮົາ
657,ຢ່າເສຍເວລາໃນການຖືຄວາມຮຽບແຄ້ນ ເພາະມັນຈະເຮັດໃຫ້ໃຈເຮົາໜັກເທົ່າທີ່ຢູ່
658,ຊີວິດບໍ່ແນ່ນອນ ຈົ່ງໃຊ້ທຸກວັນຂອງເຮົາໃຫ້ຄຸ້ມຄ່າ ແລະເຕັມໄປດ້ວຍຄວາມໝາຍ
659,ມິດຕະພາບທີ່ແທ້ຈິງ ບໍ່ແມ່ນຢູ່ທີ່ການຢູ່ກັນທຸກມື້ ແຕ່ແມ່ນຢູ່ທີ່ເວລາເຮົາລົ້ມແລ້ວຍັງຍືນຢູ່ຂ້າງເຮົາໄດ້
660,ຄົນທີ່ເຮົາເອີ້ນວ່າໝູ່ແທ້ໆ ແມ່ນຄົນທີ່ຍິນດີກັບຄວາມສຳເລັດຂອງເຮົາ ແລະບໍ່ລະຖິ້ມເມື່ອເຮົາຫມົດກຳລັງໃຈ
661,ຄວາມໝາຍຂອງມິດຕະພາບ ບໍ່ໄດ້ຢູ່ທີ່ເວລາທີ່ໃຊ້ຮ່ວມກັນ ແຕ່ແມ່ນຄວາມເຂົ້າໃຈ ແລະຄວາມເປັນຫ່ວງໄຍຈິດໃຈຂອງກັນແລະກັນ
662,ບາງຄັ້ງຄວາມງຽບຂອງໝູ່ກໍເປັນຄໍາປອບໃຈທີ່ດີທີ່ສຸດ ເພາະພວກເຂົາຢູ່ຕຽງຂ້າງເຮົາໂດຍບໍ່ຕ້ອງອະທິບາຍຫຍັງຫຼາຍ
663,ເວລາມີຄວາມສຸກ ມັກມີຄົນຫຼາຍຢູ່ຮອບຂ້າງ ແຕ່ເວລາມີນໍ້າຕາ ພຽງແຕ່ໝູ່ທີແທ້ຈິງຍັງຢູ່ກັບເຮົາ
664,ມິດຕະພາບທີ່ແທ້ຈິງ ບໍ່ແມ່ນຢູ່ທີ່ຈໍານວນເວລາທີ່ຢູ່ກັນ ແຕ່ແມ່ນຄວາມເຂົ້າໃຈ ແລະການຢືນຢັນໃນຊ່ວງເວລາທີ່ຫນັກໜ່ວງທີ່ສຸດ
665,ບໍ່ມີຄວາມສຸກໃດຈະຍິ່ງໃຫຍ່ໄປກວ່າການມີໝູ່ທີ່ຈິງໆຢູ່ໃນຊີວິດ ເຊິ່ງເຂົາຢູ່ຂ້າງເຮົາໃນທຸກສະພາບ
666,ພວກເຮົາບໍ່ຈໍາເປັນຕ້ອງມີໝູ່ຫຼາຍຄົນ ຂໍແຕ່ໃຫ້ເປັນຄົນທີ່ຢູ່ກັບເຮົາຈິງໆ ແລະຮັບໃນຕົວຕົນເຮົາໄດ້
667,ໝູ່ທີ່ດີ ແມ່ນຄົນທີ່ກະກຽມຢູ່ເຄີຍເຮົາ ເມື່ອເຮົາຮູ້ສຶກເຫງົາ ແລະໃຫ້ກໍາລັງໃຈໄດ້ເທື່ອທີ່ຈໍາເປັນ
668,ບໍ່ຈໍາເປັນຕ້ອງໂຕດຕໍ່ກັນທຸກມື້ ແຕ່ຄວາມເຂົ້າໃຈລະຫວ່າງໝູ່ ຄືສິ່ງທີ່ເຮັດໃຫ້ມິດຕະພາບຢູ່ຄົງຍືນຍາວ
669,ບາງຄັ້ງ ການມີໝູ່ທີ່ຟັງເຮົາໂດຍບໍ່ຕັດສິນ ກໍເປັນການຊ່ວຍເຫຼືອທີ່ຍິ່ງໃຫຍ່ກວ່າການໃຫ້ຄໍາແນະນໍາ
670,ມິດຕະພາບບໍ່ໄດ້ເກີດຂຶ້ນໃນຄືນດຽວ ແຕ່ເກີດຈາກຄວາມໄວ້ວາງໃຈ ແລະການດູແລກັນແລະກັນໃນທຸກໆວັນ
671,ໝູ່ຄືຄົນທີ່ເຫັນຄວາມດີໃນເຮົາ ແມ້ໃນເວລາທີ່ເຮົາຍັງເຫັນຕົນເອງບໍ່ຊັດ
672,ຊີວິດຈະບໍ່ມີຄ່າຫາກບໍ່ໄດ້ແບ່ງປັນຄວາມສຸກ ແລະນໍ້າຕາໃຫ້ກັບຄົນທີ່ເຮົາຮັກແລະໄວ້ໃຈ
673, ໝູ່ບາງຄົນຢູ່ບໍ່ໄດ້ນານ ແຕ່ປາກົດໃນຊີວິດເພື່ອສອນຫຼາຍຢ່າງໃຫ້ເຮົາເຕີບໃຫຍ່
674,ການຮຽນຮູ້ບໍ່ໄດ້ຢຸດຢູ່ໃນຫ້ອງຮຽນເທົ່ານັ້ນ ແຕ່ມັນເປັນຂະບວນການຕໍ່ເນື່ອງຕະຫຼອດຊີວິດຂອງຄົນເຮົາ
675,ທຸກຄັ້ງທີ່ເຮົາຜິດພາດ ມັນແມ່ນໂອກາດໃຫ້ຮຽນຮູ້ ແລະປັບປຸງຕົນເອງໃຫ້ດີຂຶ້ນໃນຄັ້ງຕໍ່ໄປ
676,ການຮຽນຮູ້ບໍ່ແມ່ນການຈື່ຈໍາເນື້ອໃນແຕ່ແມ່ນການເຂົ້າໃຈ ແລະຮູ້ຈັກນໍາໃຊ້ໃນຊີວິດຈິງໄດ້ຢ່າງມີປະສິດທິພາບ
677,ຄົນທີ່ຮຽນຮູ້ຈາກຄວາມລົ້ມເຫຼວ ແມ່ນຄົນທີ່ຈະເຕີບໂຕໄດ້ໄວ ແລະມີພັດທະນາຢ່າງຍືນຍາວ
678,ຄວາມຮູ້ບໍ່ມີຂອບເຂດ ຍິ່ງເຮົາຮຽນຫຼາຍ ຍິ່ງເຮົາເຫັນໂລກກວ້າງໃຫຍ່ ແລະເຂົ້າໃຈຜູ້ຄົນຫຼາຍຂື້ນ
679,ຢ່າເສຍເວລາໄປກັບການຄິດວ່າເຮົາຢູ່ບໍ່ໄດ້ ແຕ່ຈົ່ງໃຊ້ເວລານັ້ນໃນການຮຽນວິທີໃຫມ່ໆໃນການດໍາລົງຊີວິດ
680,ຄວາມຮູ້ແທ້ຈິງບໍ່ແມ່ນສິ່ງທີ່ໃຜສອນໄດ້ ແຕ່ແມ່ນສິ່ງທີ່ຕ້ອງຮຽນຈາກປະສົບການແລະການກະທໍາ
681,ຄົນທີ່ສຳເລັດ ບໍ່ໄດ້ເກີດຈາກຄວາມສາມາດແຕ່ງເດີມ ແຕ່ເກີດຈາກຄວາມພຽງພອນແລະການຮຽນຮູ້ຢ່າງຕໍ່ເນື່ອງ
682,ເມື່ອເຮົາຮຽນຮູ້ບໍ່ຢຸດ ຄວາມພັດທະນາຂອງເຮົາກໍຈະບໍ່ຢຸດເຊັ່ນກັນ
683,ຢ່າລະອາຍທີ່ຖາມຄຳຖາມ ເພາະຄຳຖາມແມ່ນກະແຈທີ່ເປີດປະຕູໃຫ້ເຂົ້າໃຈຫຼາຍຂຶ້ນ
684,ການຮຽນຮູ້ຄືການຕື່ມເຕີມປັນຍາໃຫ້ຕົນເອງ ແລະເປັນຄວາມຮູ້ທີ່ບໍ່ມີໃຜລັກໄປໄດ້
685,ທຸກມື້ແມ່ນໂອກາດໃໝ່ໃນການຮຽນຮູ້ສິ່ງໃໝ່ໆ ແລະປັບປຸງຕົນເອງໃຫ້ດີຂື້ນກວ່າເກົ່າ
686, ຄວາມຮູ້ບໍ່ແມ່ນຂອງທີ່ຕັ້ງຢູ່ນິ່ງໆ ແຕ່ແມ່ນສິ່ງທີ່ເຮົາຈໍາເປັນຕ້ອງເຄື່ອນໄຫວໄປຫາມັນ
687,ຢ່າຢຸດຮຽນເພື່ອຄວາມສົມບູນຂອງຊີວິດ ເພາະການຮຽນຮູ້ແມ່ນຄວາມລໍາລວນສໍາລັບຄົນທີ່ຕ້ອງການກ້າວໜ້າ
688, ໃນໂລກທີ່ປ່ຽນແປງຢ່າງລົວໄວ ຄົນທີ່ຮຽນໄດ້ໄວທີ່ສຸດແມ່ນຄົນທີ່ຈະຢູ່ລອດໄດ້ດີທີ່ສຸດ
689,ການຮຽນຮູ້ບໍ່ໄດ້ຕ້ອງໃຊ້ເງິນຫຼາຍ ແຕ່ຕ້ອງໃຊ້ໃຈແລະຄວາມອົດທົນຫຼາຍກວ່າ
690, ເຮົາບໍ່ໄດ້ເກີດມາພ້ອມຄວາມຮູ້ ແຕ່ເຮົາສາມາດຮຽນໄດ້ທຸກຢ່າງຖ້າມີແຮງຈົນໃຈຈິງ
691,ຄົນທີ່ຮຽນຮູ້ທຸກມື້ ຄືຄົນທີ່ກໍ່ສ້າງອະນາຄົດຂອງໂລກໃຫ້ດີຂຶ້ນໃນທຸກມື້
692,ຢຸດຮຽນເພາະຄິດວ່າຮູ້ພຽງພໍ ແຕ່ຈົ່ງຮຽນເພາະເປັນຄວາມສຸກແລະເປັນກຽດໃຫ້ຕົນເອງ
693,ຄວາມຮູ້ທີ່ມີຄ່າທີ່ສຸດແມ່ນສິ່ງທີ່ເຮົາໄດ້ຈາກປະສົບການຕົວເອງ ແລະເຮັດໃຫ້ເຮົາເຕີບໂຕໄດ້ຢ່າງແທ້ຈິງ
694,ສະບາຍດີເດີ ບໍ່ໄດ້ເຫັນດົນຫຼາຍ ຄິດຮອດເຈົ້າຫຼາຍເດ້ ຊ່ວງນີ້ໄດ້ຢູ່ດີບໍ?
695,ຂ້ອຍວາງແຜນຈະໄປທ່ຽວເດືອນໜ້າ ບໍ່ຮູ້ວ່າສົນໃຈຢາກໄປດ້ວຍກັນບໍ?
696,ໃຜໆກໍຄວນເອົາໃຈໃສ່ສຸຂະພາບຂອງຕົນເອງ ເພາະວ່າສຸຂະພາບແມ່ນຂອງຂັວນທີ່ສຳຄັນທີ່ສຸດ
697,ຂ້ອຍວ່າພວກເຮົາຄວນຈະຈັດງານພົບປະເພື່ອນເກົ່າ ເພາະດົນແລ້ວບໍ່ໄດ້ເຈີກັນ
698,ໃນຄວາມສຳເລັດທຸກຢ່າງຂອງມະນຸດ ມັນເລີ່ມຈາກຄວາມພະຍາຍາມນ້ອຍໆທີ່ສະສົມຕະຫຼອດເວລາ
699,ມື້ນີ້ເຮົາມີວຽກຢ່າງຫຼາຍ ແຕ່ກໍຈະພະຍາຍາມເຮັດໃຫ້ສຳເລັດໃນເວລາທີ່ກຳນົດໄວ້
700,ຕັ້ງແຕ່ເຮົາຮຽນຮູ້ທີ່ຈະຍອມຮັບຕົນເອງ ຊີວິດມັນກໍເບົາລົງຫຼາຍເລີຍ
701,ທຸກຄັ້ງທີ່ເຮົາລົ້ມແຫຼວ ມັນແມ່ນແນວທາງໃຫ້ຮຽນຮູ້ວ່າຈະລຸກຂຶ້ນໄດ້ແນວໃດ
702, ບາງຄັ້ງການຢຸດຢືນຢູ່ກັບຄວາມງຽບ ກໍແມ່ນຄຳຕອບທີ່ດີທີ່ສຸດໃນສະຖານການບາງຢ່າງ
703,ຂ້ອຍມັກຈະນັ່ງຄິດຫຼາຍເກີນໄປ ແລະບາງຄັ້ງມັນກໍເຮັດໃຫ້ເຮົາພາດໂອກາດດີໆໄປ
704, ທຸກມື້ທີ່ຕື່ນຂຶ້ນມາໄດ້ ກໍແມ່ນໂອກາດໃໝ່ທີ່ຈະເລີ່ມຕົ້ນສິ່ງດີໆໃນຊີວິດ
705,ເວລາໄດ້ຢູ່ກັບຄົນທີ່ເຂົ້າໃຈ ເຖິງຈະບໍ່ໄດ້ເຮັດຫຍັງ ມັນກໍມີຄວາມໝາຍ
706,ຂໍໃຫ້ຄວາມພະຍາຍາມຂອງເຮົາມື້ນີ້ ກາຍເປັນຄວາມສຳເລັດໃນວັນຂ້າງໜ້າ
